chart_name,bench_name,bench_detail,prod_id,prod_name,prod_detail,vga_vendor,vga_clock_mhz,vga_mem_gb,vga_n_gpus,vga_overclock,vga_multi,vga_emul,score
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7217","AMD Radeon HD 7950 Boost Reference 3GB","HD 7950, 3GB GDDR5, 925 MHz (*emul)","AMD",925,3,1,0,0,1,34.8
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7342","Gigabyte GeForce GTX 760 Windforce 2X OC 2GB  ","GTX 760, 2GB GDDR5, 1033 Mhz ","Gigabyte",1033,2,1,0,0,0,34.4
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7390","HIS Radeon R7 260X iCooler 2GB Crossfire","R7 260X, 2GB GDDR5,  1000 MHz Crossfire","HIS",1000,2,1,0,1,0,34.4
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7248","Nvidia GeForce GTX 660 Ti 2GB Reference","GTX 660 Ti, 2GB GDDR5, 915 Mhz  (*emul)","Nvidia",915,2,1,0,0,1,33.9
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7343","PNY GeForce GTX 760 XLR8 Design 2GB ","GTX 760, 2GB GDDR5, 980 Mhz ","PNY",980,2,1,0,0,0,33.4
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7244","Nvidia GeForce GTX 760 2GB Reference","GTX 760, 2GB GDDR5, 980 Mhz ","Nvidia",980,2,1,0,0,0,33.3
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7310","HIS Radeon HD 7870 IceQ X Turbo 2GB","HD 7870, 2GB GDDR5,  1100 MHz","HIS",1100,2,1,0,0,0,33
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7216","AMD Radeon HD 7950 Reference 3GB","HD 7950, 3GB GDDR5, 800 MHz","AMD",800,3,1,0,0,0,32.4
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7204","AMD Radeon R9 270X Reference 2GB","R9 270X, 2GB GDDR5,  1050 MHz","AMD",1050,2,1,0,0,0,32.3
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7301","HIS null","R9 270X, 2GB GDDR5,  1050 MHz","HIS",1050,2,1,0,0,0,32.3
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7218","AMD Radeon HD 7870 Reference 2GB","HD 7870, 2GB GDDR5,  1000 MHz","AMD",1000,2,1,0,0,0,31.9
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7391","HIS Radeon R7 250X  iCooler 1GB Crossfire","R7 250X, 1GB GDDR5,  1000 MHz  Crossfire","HIS",1000,1,1,0,1,0,31.8
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7247","Nvidia Quadro K5000 4GB","Quadro K5000, 4GB GDDR5, 797 MHz ","Nvidia",797,4,1,0,0,0,29.8
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7300","HIS null","R9 270X, 2GB GDDR5,  975 MHz ","HIS",975,2,1,0,0,0,29.6
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7205","AMD Radeon R9 270 Reference 2GB","R9 270X, 2GB GDDR5,  925 MHz (*emul.)","AMD",925,2,1,0,0,0,29.1
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7299","HIS Radeon R9 270 iCooler Boost Clock 2GB","R9 270X, 2GB GDDR5,  925 MHz ","HIS",925,2,1,0,0,0,29
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7341","Gainward GeForce GTX 750 Ti Golden Sample OC 2GB","GTX 750 Ti, 2GB GDDR5, 1202 Mhz ","Gainward",1202,2,1,0,0,0,28.4
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7335","Zotac GeForce GTX 750 Ti 2GB  ","GTX 750 Ti, 2GB GDDR5, 1033 Mhz ","Zotac",1033,2,1,0,0,0,28.3
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7333","Asus GeForce GTX 750 Ti StriX OC 2GB","GTX 750 Ti, 2GB GDDR5, 1124 Mhz ","Asus",1124,2,1,0,0,0,28
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7337","Gigabyte GeForce GTX 750 Ti Windforce OC 2GB  ","GTX 750 Ti, 2GB GDDR5, 1033 Mhz ","Gigabyte",1033,2,1,0,0,0,27.8
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7332","MSI GeForce GTX 750 Ti Gaming OC 2GB","GTX 750 Ti, 2GB GDDR5, 1085 Mhz ","MSI",1085,2,1,0,0,0,27.8
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7322","KFA2 GeForce GTX 750 Ti 2GB  Reference","GTX 750 Ti, 2GB GDDR5, 1072 Mhz ","KFA2",1072,2,1,0,0,0,27.6
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7323","Galaxy GeForce GTX 750 Ti 2GB  Reference","GTX 750 Ti, 2GB GDDR5, 1072 Mhz ","Galaxy",1072,2,1,0,0,0,27.6
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7245","Nvidia GeForce GTX 750 Ti 2GB Reference","GTX 750 Ti, 2GB GDDR5, 1020 Mhz ","Nvidia",1020,2,1,0,0,0,27
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7336","PNY GeForce GTX 750 Ti 2GB  ","GTX 750 Ti, 2GB GDDR5, 1020 Mhz ","PNY",1020,2,1,0,0,0,27
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7253","Nvidia GeForce GTX 660 2GB  Reference","GTX 660, 2GB GDDR5, 980 Mhz  (*emul)","Nvidia",980,2,1,0,0,1,26.5
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7206","AMD Radeon R7 265 Reference 2GB","R7 265, 2GB GDDR5,  925 MHz (*emul.)","AMD",925,2,1,0,0,0,25.5
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7220","AMD Radeon HD 7850 Reference 2GB","HD 7850, 2GB GDDR5, 860 MHz","AMD",860,2,1,0,0,0,24.1
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7219","AMD Radeon HD 7850 Reference 1GB","HD 7850, 1GB GDDR5, 860 MHz (*emul)","AMD",860,1,1,0,0,1,23.2
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7360","eVGA GeForce GTX 750 Superclocked 2GB ","GTX 750, 2GB GDDR5, 1215 MHz ","eVGA",1215,2,1,0,0,0,22.9
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7334","Palit GeForce GTX 750 Ti KalmX 2GB  ","GTX 750 Ti, 2GB GDDR5, 1020 Mhz  passive","Palit",1020,2,1,0,0,0,22.7
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7358","Asus GeForce GTX 750 OC 2GB ","GTX 750, 2GB GDDR5, 1059 MHz ","Asus",1059,2,1,0,0,0,22.7
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7357","Gigabyte GeForce GTX 750 Windforce OC 2GB ","GTX 750, 2GB GDDR5, 1059 MHz ","Gigabyte",1059,2,1,0,0,0,22.7
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7246","Nvidia GeForce GTX 750 1GB Reference","GTX 750, 1GB GDDR5, 1020 Mhz  (*emul.)","Nvidia",1020,1,1,0,0,0,22.5
"All 2015 VGA Charts","19 FarCry 3 2160p","no AA, 3840 x 2160","7359","MSI GeForce GTX 750 OC 1GB ","GTX 750, 1GB GDDR5, 1059 MHz ","MSI",1059,1,1,0,0,0,22.4
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7472","Gigabyte GeForce GTX 960 OC 2GB mini HTPC mod","GTX 960, 2GB GDDR5, 1175 MHz+","Gigabyte",1175,2,1,1,0,0,83
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7376","Inno3D GeForce GTX 960 iChill 2GB","GTX 960, 2GB GDDR5, 1329 MHz+","Inno3D",1329,2,1,1,0,0,102
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7254","Nvidia GeForce GTX 650 Ti 2GB  Reference","GTX 650 Ti, 2GB GDDR5, 980 Mhz  ","Nvidia",980,2,1,0,0,0,104
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7352","Palit GeForce GTX 970 JetStream 4GB","GTX 970, 4GB GDDR5, 1152 MHz ","Palit",1152,4,1,0,0,0,105
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7303","Asus Radeon R7 250X  1GB","R7 250X, 1GB GDDR5,  1000 MHz ","Asus",1000,1,1,0,0,0,109
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7222","AMD Radeon HD 7770 Reference 1GB","HD 7770, 1GB GDDR5,  1000 MHz ","AMD",1000,1,1,0,0,0,109
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7229","AMD Radeon R7 250X Reference 1GB","R7 250X, 1GB GDDR5,  1000 MHz (*emul)","AMD",1000,1,1,0,0,1,109
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7208","AMD Radeon R7 260 Reference 1GB","R7 260, 1GB GDDR5,  1000 MHz (*emul.)","AMD",1000,1,1,0,0,0,111
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7304","HIS Radeon R7 250X  iCooler 1GB","R7 250X, 1GB GDDR5,  1000 MHz ","HIS",1000,1,1,0,0,0,112
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7385","HIS Radeon R7 260X iCooler 2GB","R7 260X, 2GB GDDR5,  1000 MHz","HIS",1000,2,1,0,0,0,113
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7305","Gigabyte Radeon R7 250X  OC 2GB ","R7 250X, 2GB GDDR5,  1050 MHz ","Gigabyte",1050,2,1,0,0,0,115
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7221","AMD Radeon HD 7790 Reference 1GB","HD 7790, 1GB GDDR5,  1000 MHz","AMD",1000,1,1,0,0,0,115
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7207","AMD Radeon R7 260X Reference 2GB","R7 260X, 2GB GDDR5,  1100 MHz (*emul.)","AMD",1100,2,1,0,0,0,117
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7375","Galax GeForce GTX 960 EX OC 2GB","GTX 960, 2GB GDDR5, 1203 MHz+","Galax",1203,2,1,1,0,0,119
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7378","Nvidia GeForce GTX 960 2GB","GTX 960, 2GB GDDR5, 1113 MHz+ (*emul)","Nvidia",1113,2,1,1,0,1,119
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7377","KFA2 GeForce GTX 960 EX OC 2GB","GTX 960, 2GB GDDR5, 1203 MHz+","KFA2",1203,2,1,1,0,0,119
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7471","Gigabyte GeForce GTX 960 OC 2GB mini","GTX 960, 2GB GDDR5, 1175 MHz+","Gigabyte",1175,2,1,1,0,0,128
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7237","AMD Radeon HD 6790 Reference 1GB","HD 6790 1GB GDDR5, 840 MHz","AMD",840,1,1,0,0,0,128
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7206","AMD Radeon R7 265 Reference 2GB","R7 265, 2GB GDDR5,  925 MHz (*emul.)","AMD",925,2,1,0,0,0,129
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7367","Galax Geforce GTX 970 OC (modified 125W for HTPC)","GTX 970, 4GB GDDR5, 1050 MHz ","Galax",1050,4,1,0,0,0,130
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7374","Palit GeForce GTX 960 SuperJetstream 2GB","GTX 960, 2GB GDDR5, 1279 MHz+","Palit",1279,2,1,1,0,0,133
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7382","Gigabyte GeForce GTX 960 Gaming G1 2GB ","GTX 960, 2GB GDDR5, 1241 MHz+","Gigabyte",1241,2,1,1,0,0,133
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7253","Nvidia GeForce GTX 660 2GB  Reference","GTX 660, 2GB GDDR5, 980 Mhz  (*emul)","Nvidia",980,2,1,0,0,1,133
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7373","Gainward GeForce GTX 960 Phantom OC 2GB","GTX 960, 2GB GDDR5, 1279 MHz+","Gainward",1279,2,1,1,0,0,133
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7236","AMD Radeon HD 6850 Reference 1GB","HD 6870 1GB GDDR5, 775 MHz","AMD",775,1,1,0,0,0,135
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7372","Asus GeForce GTX 960 Strix DirectCU II OC 2GB","GTX 960, 2GB GDDR5, 1253 MHz+","Asus",1253,2,1,1,0,0,144
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7219","AMD Radeon HD 7850 Reference 1GB","HD 7850, 1GB GDDR5, 860 MHz (*emul)","AMD",860,1,1,0,0,1,145
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7247","Nvidia Quadro K5000 4GB","Quadro K5000, 4GB GDDR5, 797 MHz ","Nvidia",797,4,1,0,0,0,145
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7262","Nvidia GeForce GTX 550 Ti 1GB  Reference","GTX 550 Ti, 1GB GDDR5, 900 MHz (*emul)","Nvidia",900,1,1,0,0,1,145
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7220","AMD Radeon HD 7850 Reference 2GB","HD 7850, 2GB GDDR5, 860 MHz","AMD",860,2,1,0,0,0,148
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7478","Zotac Geforce GTX 970 (Reference Cooler)","GTX 970, 4GB GDDR5, 1050 MHz+","Zotac",1050,4,1,1,0,0,149
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7205","AMD Radeon R9 270 Reference 2GB","R9 270X, 2GB GDDR5,  925 MHz (*emul.)","AMD",925,2,1,0,0,0,151
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7299","HIS Radeon R9 270 iCooler Boost Clock 2GB","R9 270X, 2GB GDDR5,  925 MHz ","HIS",925,2,1,0,0,0,153
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7266","Nvidia GeForce GTX 970 4GB Reference","GTX 980, 4GB GDDR5, 1050 MHz  (*emul)","Nvidia",1050,4,1,0,0,1,153
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7218","AMD Radeon HD 7870 Reference 2GB","HD 7870, 2GB GDDR5,  1000 MHz","AMD",1000,2,1,0,0,0,153
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7343","PNY GeForce GTX 760 XLR8 Design 2GB ","GTX 760, 2GB GDDR5, 980 Mhz ","PNY",980,2,1,0,0,0,157
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7244","Nvidia GeForce GTX 760 2GB Reference","GTX 760, 2GB GDDR5, 980 Mhz ","Nvidia",980,2,1,0,0,0,157
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7204","AMD Radeon R9 270X Reference 2GB","R9 270X, 2GB GDDR5,  1050 MHz","AMD",1050,2,1,0,0,0,160
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7248","Nvidia GeForce GTX 660 Ti 2GB Reference","GTX 660 Ti, 2GB GDDR5, 915 Mhz  (*emul)","Nvidia",915,2,1,0,0,1,160
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7300","HIS null","R9 270X, 2GB GDDR5,  975 MHz ","HIS",975,2,1,0,0,0,161
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7301","HIS null","R9 270X, 2GB GDDR5,  1050 MHz","HIS",1050,2,1,0,0,0,162
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7310","HIS Radeon HD 7870 IceQ X Turbo 2GB","HD 7870, 2GB GDDR5,  1100 MHz","HIS",1100,2,1,0,0,0,163
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7342","Gigabyte GeForce GTX 760 Windforce 2X OC 2GB  ","GTX 760, 2GB GDDR5, 1033 Mhz ","Gigabyte",1033,2,1,0,0,0,163
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7249","Nvidia GeForce GTX 670 2GB Reference","GTX 670, 2GB GDDR5, 915 Mhz ","Nvidia",915,2,1,0,0,0,164
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7370","Gigabyte GeForce GTX 960 Windforce OC 2GB","GTX 960, 2GB GDDR5, 1216 MHz+","Gigabyte",1216,2,1,1,0,0,165
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7381","Gigabyte GeForce GTX 960 Windforce OC 2GB (BIOS F1)","GTX 960, 2GB GDDR5, 1216 MHz+","Gigabyte",1216,2,1,1,0,0,165
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7371","Gigabyte GeForce GTX 960 Gaming G1 2GB (BIOS F2)","GTX 960, 2GB GDDR5, 1241 MHz+","Gigabyte",1241,2,1,1,0,0,170
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7235","AMD Radeon HD 6870 Reference 1GB","HD 6870 1GB GDDR5, 900 MHz","AMD",900,1,1,0,0,0,171
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7362","Zotac GeForce GTX 970 Amp! Extreme Edition 4GB","GTX 970, 4GB GDDR5, 1203 MHz ","Zotac",1203,4,1,0,0,0,171
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7476","Gigabyte Geforce GTX 970 mini OC (mini-ITX)","GTX 970, 4GB GDDR5, 1076 MHz+","Gigabyte",1076,4,1,1,0,0,173
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7366","Galax Geforce GTX 970 OC (mini-ITX)","GTX 970, 4GB GDDR5, 1127 MHz ","Galax",1127,4,1,0,0,0,173
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7316","HIS Radeon HD 6870 IceQ 1GB","HD 6870 1GB GDDR5, 900 MHz","HIS",900,1,1,0,0,0,174
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7265","Nvidia GeForce GTX 980 4GB Reference","GTX 980, 4GB GDDR5, 1127 MHz ","Nvidia",1127,4,1,0,0,0,177
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7216","AMD Radeon HD 7950 Reference 3GB","HD 7950, 3GB GDDR5, 800 MHz","AMD",800,3,1,0,0,0,179
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7317","HIS Radeon HD 6870 IceQX TurboX 1GB","HD 6870 1GB GDDR5, 1150 MHz","HIS",1150,1,1,0,0,0,182
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7379","HIS Radeon R9 285 Mini IceQ X² OC 2GB","R9 285, 2GB GDDR5, 938 MHz","HIS",938,2,1,0,0,0,184
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7228","AMD Radeon R9 285 Reference 2GB","R9 285, 2GB GDDR5,  913 MHz (*emul)","AMD",913,2,1,0,0,1,187
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7298","Asus Radeon R9 285 StrikeX OC 2GB","R9 285, 2GB GDDR5, 954 MHz","Asus",954,2,1,0,0,0,189
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7380","HIS Radeon R9 285 IceQ X² OC 2GB","R9 285, 2GB GDDR5, 938 MHz","HIS",938,2,1,0,0,0,190
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7363","Zotac GeForce GTX 980 Amp! Extreme Edition 4GB","GTX 980, 4GB GDDR5, 1291 MHz ","Zotac",1291,4,1,0,0,0,190
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7226","AMD FirePro W8100 8GB","W8100, 8 GB GDDR5, 824 MHz","AMD",824,8,1,0,0,0,190
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7302","Gigabyte Radeon R9 285 Windforce OC 2GB Crossfire","R9 285, 2GB GDDR5, 973 MHz","Gigabyte",973,2,1,0,0,0,191
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7297","Gigabyte Radeon R9 285 Windforce OC 2GB","R9 285, 2GB GDDR5, 973 MHz","Gigabyte",973,2,1,0,0,0,191
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7217","AMD Radeon HD 7950 Boost Reference 3GB","HD 7950, 3GB GDDR5, 925 MHz (*emul)","AMD",925,3,1,0,0,1,192
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7353","Galax GeForce GTX 970 EXOC 4GB","GTX 970, 4GB GDDR5, 1127 MHz ","Galax",1127,4,1,0,0,0,193
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7349","Asus GeForce GTX 980 STRIX DCII OC 4GB ","GTX 980, 4GB GDDR5, 1178MHz ","Asus",1178,4,1,0,0,0,195
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7477","Asus GeForce GTX 970 Strix DCII OC 4GB ","GTX 970, 4GB GDDR5, 1114 MHz+","Asus",1114,4,1,1,0,0,200
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7242","Nvidia Quadro K6000 12GB","Quadro K6000, 12GB GDDR5, 797 MHz ","Nvidia",797,12,1,0,0,0,202
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7356","Inno3D GeForce GTX 970 iChill Ultra 4GB ","GTX 970, 4GB GDDR5, 1178 MHz ","Inno3D",1178,4,1,0,0,0,202
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7350","MSI GeForce GTX 980 Gaming 4G 4GB","GTX 980, 4GB GDDR5, 1216 MHz ","MSI",1216,4,1,0,0,0,204
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7361","MSI GeForce GTX 970 Gaming 4G 4GB","GTX 970, 4GB GDDR5, 1140 MHz ","MSI",1140,4,1,0,0,0,205
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7351","Zotac GeForce GTX 980 Amp! Omega Edition 4GB ","GTX 980, 4GB GDDR5, 1203 MHz ","Zotac",1203,4,1,0,0,0,206
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7261","Nvidia GeForce GTX 560 1GB  Reference","GTX 560, 1GB GDDR5, 810 MHz (*emul)","Nvidia",810,1,1,0,0,1,206
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7347","Gigabyte GeForce GTX 970 Windforce 3X 4GB","GTX 970, 4GB GDDR5, 1114 MHz ","Gigabyte",1114,4,1,0,0,0,208
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7250","Nvidia GeForce GTX 680 2GB Reference","GTX 680, 2GB GDDR5, 1006 MHz ","Nvidia",1006,2,1,0,0,0,208
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7243","Nvidia GeForce GTX 770 2GB Reference","GTX 770, 2GB GDDR5, 1046 MHz ","Nvidia",1046,2,1,0,0,0,212
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7260","Nvidia GeForce GTX 560 Ti 1GB  Reference","GTX 560 Ti, 1GB GDDR5, 823 MHz (*emul)","Nvidia",823,1,1,0,0,1,215
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7234","AMD Radeon HD 6950 Reference 1GB","HD 6950 1GB GDDR5, 800 MHz","AMD",800,1,1,0,0,0,216
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7233","AMD Radeon HD 6950 Reference 2GB","HD 6950 2GB GDDR5, 800 MHz","AMD",800,2,1,0,0,0,216
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7339","Gigabyte GeForce GTX 770 Windforce OC 2GB  Rev. 1.0","GTX 770, 2GB GDDR5, 1137 MHz ","Gigabyte",1137,2,1,0,0,0,221
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7340","Gigabyte GeForce GTX 770 Windforce OC 2GB  Rev. 2.0","GTX 770, 2GB GDDR5, 1137 MHz ","Gigabyte",1137,2,1,0,0,0,221
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7338","MSI GeForce GTX 770 Twin Frozr Gaming 2GB ","GTX 770, 2GB GDDR5, 1137 MHz ","MSI",1137,2,1,0,0,0,224
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7364","Galax GeForce GTX 980 HOF 4GB","GTX 980, 4GB GDDR5, 1304 MHz ","Galax",1304,4,1,0,0,0,230
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7368","Galax GeForce GTX 970 Hall Of Fame 4GB ","GTX 970, 4GB GDDR5, 1228 MHz ","Galax",1228,4,1,0,0,0,230
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7355","Galax GeForce GTX 980 SOC G1  4GB ","GTX 980, 4GB GDDR5, 1228 MHz ","Galax",1228,4,1,0,0,0,236
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7212","AMD FirePro W9000 6GB","W9000, 6GB GDDR5, 975 MHz","AMD",975,6,1,0,0,0,239
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7227","AMD Radeon R9 280 Reference 3GB","R9 280, 3GB GDDR5,  933 MHz (*emul)","AMD",933,3,1,0,0,1,241
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7276","Sapphire Radeon R9 280 Dual-X 3GB","R9 280X, 3GB GDDR5,  940 MHz","Sapphire",940,3,1,0,0,0,242
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7345","Gigabyte GeForce GTX 970 Gaming G1 OC 4GB","GTX 970, 4GB GDDR5, 1178 MHz ","Gigabyte",1178,4,1,0,0,0,243
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7283","MSI Radeon R9 280X Gaming OC 3GB","R9 280X, 3GB GDDR5,  1050 MHz","MSI",1050,3,1,0,0,0,244
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7203","AMD Radeon R9 280X Reference 3GB","R9 280X, 3GB GDDR5,  1000 MHz","AMD",1000,3,1,0,0,0,244
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7282","Sapphire Radeon R9 280X VaporX 3GB","R9 280X, 3GB GDDR5,  1070 MHz","Sapphire",1070,3,1,0,0,0,244
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7284","Asus Radeon R9 280X DirectCU II 3GB","R9 280X, 3GB GDDR5,  1070 MHz","Asus",1070,3,1,0,0,0,244
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7464","Nvidia Quadro M6000","Quadro M6000, 12 GB GDDR5. 988 MHz+","Nvidia",988,12,1,1,0,0,245
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7311","HIS Radeon HD 7950 IceQ Turbo Boost Clock 3GB","HD 7950, 3GB GDDR5,  950 MHz","HIS",950,3,1,0,0,0,245
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7473","PNY Quadro M6000","Quadro M6000, 12 GB GDDR5. 988 MHz+","PNY",988,12,1,1,0,0,245
"All 2015 VGA Charts","24 Power Consumption Maximum","in Watt","7287","HIS null","R9 280X, 3GB GDDR5,  1050 MHz","HIS",1050,3,1,0,0,0,246
